Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Qty,Variant Price,Variant Compare At Price,Image Src,Status
flamengo-flamengo-1995-away-size-s-xxl,Flamengo 1995 Away (Size S-XXL),<p>Camiseta Flamengo 1995 Away (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"flamengo,liga:brasileirao,tipo:away,temporada:retro",TRUE,Size,S,FLAMENGO---19-S,10,110259.00,154362.00,,active
flamengo-flamengo-1995-away-size-s-xxl,,,,,,,Size,M,FLAMENGO---19-M,26,110259.00,154362.00,,active
flamengo-flamengo-1995-away-size-s-xxl,,,,,,,Size,L,FLAMENGO---19-L,18,110259.00,154362.00,,active
flamengo-flamengo-1995-away-size-s-xxl,,,,,,,Size,XL,FLAMENGO---19-XL,26,110259.00,154362.00,,active
flamengo-flamengo-1995-away-size-s-xxl,,,,,,,Size,XXL,FLAMENGO---19-XXL,16,110259.00,154362.00,,active
flamengo-flamengo-1995-home-size-s-xxl,Flamengo 1995 Home (Size S-XXL),<p>Camiseta Flamengo 1995 Home (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"flamengo,liga:brasileirao,tipo:home,temporada:retro",TRUE,Size,S,FLAMENGO---19-S,26,97105.00,135947.00,,active
flamengo-flamengo-1995-home-size-s-xxl,,,,,,,Size,M,FLAMENGO---19-M,27,97105.00,135947.00,,active
flamengo-flamengo-1995-home-size-s-xxl,,,,,,,Size,L,FLAMENGO---19-L,10,97105.00,135947.00,,active
flamengo-flamengo-1995-home-size-s-xxl,,,,,,,Size,XL,FLAMENGO---19-XL,18,97105.00,135947.00,,active
flamengo-flamengo-1995-home-size-s-xxl,,,,,,,Size,XXL,FLAMENGO---19-XXL,14,97105.00,135947.00,,active
flamengo-flamengo-2001-away-size-s-xxl,Flamengo 2001 Away (Size S-XXL),<p>Camiseta Flamengo 2001 Away (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"flamengo,liga:brasileirao,tipo:away,temporada:retro",TRUE,Size,S,FLAMENGO---20-S,25,82497.00,115495.00,,active
flamengo-flamengo-2001-away-size-s-xxl,,,,,,,Size,M,FLAMENGO---20-M,29,82497.00,115495.00,,active
flamengo-flamengo-2001-away-size-s-xxl,,,,,,,Size,L,FLAMENGO---20-L,28,82497.00,115495.00,,active
flamengo-flamengo-2001-away-size-s-xxl,,,,,,,Size,XL,FLAMENGO---20-XL,26,82497.00,115495.00,,active
flamengo-flamengo-2001-away-size-s-xxl,,,,,,,Size,XXL,FLAMENGO---20-XXL,16,82497.00,115495.00,,active
flamengo-flamengo-24_25-away-size-s-4xl,Flamengo 24_25 Away (Size S-4XL),<p>Camiseta Flamengo 24_25 Away (Size S-4XL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"flamengo,liga:brasileirao,tipo:away,temporada:24-25",TRUE,Size,S,FLAMENGO---24-S,18,89274.00,124983.00,,active
flamengo-flamengo-24_25-away-size-s-4xl,,,,,,,Size,M,FLAMENGO---24-M,15,89274.00,124983.00,,active
flamengo-flamengo-24_25-away-size-s-4xl,,,,,,,Size,L,FLAMENGO---24-L,25,89274.00,124983.00,,active
flamengo-flamengo-24_25-away-size-s-4xl,,,,,,,Size,XL,FLAMENGO---24-XL,10,89274.00,124983.00,,active
flamengo-flamengo-24_25-away-size-s-4xl,,,,,,,Size,XXL,FLAMENGO---24-XXL,25,89274.00,124983.00,,active
flamengo-flamengo-25_26-away-size-s-4xl,Flamengo 25_26 Away (Size S-4XL),<p>Camiseta Flamengo 25_26 Away (Size S-4XL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"flamengo,liga:brasileirao,tipo:away,temporada:25-26",TRUE,Size,S,FLAMENGO---25-S,20,81377.00,113927.00,,active
flamengo-flamengo-25_26-away-size-s-4xl,,,,,,,Size,M,FLAMENGO---25-M,28,81377.00,113927.00,,active
flamengo-flamengo-25_26-away-size-s-4xl,,,,,,,Size,L,FLAMENGO---25-L,23,81377.00,113927.00,,active
flamengo-flamengo-25_26-away-size-s-4xl,,,,,,,Size,XL,FLAMENGO---25-XL,15,81377.00,113927.00,,active
flamengo-flamengo-25_26-away-size-s-4xl,,,,,,,Size,XXL,FLAMENGO---25-XXL,22,81377.00,113927.00,,active
flamengo-flamengo-25_26-home-long-sleeve-size-s-4xl,Flamengo 25_26 Home Long Sleeve (Size S-4XL),<p>Camiseta Flamengo 25_26 Home Long Sleeve (Size S-4XL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"flamengo,liga:brasileirao,tipo:home,tipo:manga-longa,temporada:25-26",TRUE,Size,S,FLAMENGO---25-S,12,92622.00,129670.00,,active
flamengo-flamengo-25_26-home-long-sleeve-size-s-4xl,,,,,,,Size,M,FLAMENGO---25-M,23,92622.00,129670.00,,active
flamengo-flamengo-25_26-home-long-sleeve-size-s-4xl,,,,,,,Size,L,FLAMENGO---25-L,14,92622.00,129670.00,,active
flamengo-flamengo-25_26-home-long-sleeve-size-s-4xl,,,,,,,Size,XL,FLAMENGO---25-XL,19,92622.00,129670.00,,active
flamengo-flamengo-25_26-home-long-sleeve-size-s-4xl,,,,,,,Size,XXL,FLAMENGO---25-XXL,23,92622.00,129670.00,,active
flamengo-flamengo-94_95-home-size-s-xxl,Flamengo 94_95 Home (Size S-XXL),<p>Camiseta Flamengo 94_95 Home (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"flamengo,liga:brasileirao,tipo:home,temporada:94-95",TRUE,Size,S,FLAMENGO---94-S,12,83837.00,117371.00,,active
flamengo-flamengo-94_95-home-size-s-xxl,,,,,,,Size,M,FLAMENGO---94-M,13,83837.00,117371.00,,active
flamengo-flamengo-94_95-home-size-s-xxl,,,,,,,Size,L,FLAMENGO---94-L,25,83837.00,117371.00,,active
flamengo-flamengo-94_95-home-size-s-xxl,,,,,,,Size,XL,FLAMENGO---94-XL,12,83837.00,117371.00,,active
flamengo-flamengo-94_95-home-size-s-xxl,,,,,,,Size,XXL,FLAMENGO---94-XXL,10,83837.00,117371.00,,active
flamengo-flamengo-94_95-home-long-sleeve-size-s-xxl,Flamengo 94_95 Home Long Sleeve (Size S-XXL),<p>Camiseta Flamengo 94_95 Home Long Sleeve (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"flamengo,liga:brasileirao,tipo:home,tipo:manga-longa,temporada:94-95",TRUE,Size,S,FLAMENGO---94-S,15,96224.00,134713.00,,active
flamengo-flamengo-94_95-home-long-sleeve-size-s-xxl,,,,,,,Size,M,FLAMENGO---94-M,17,96224.00,134713.00,,active
flamengo-flamengo-94_95-home-long-sleeve-size-s-xxl,,,,,,,Size,L,FLAMENGO---94-L,26,96224.00,134713.00,,active
flamengo-flamengo-94_95-home-long-sleeve-size-s-xxl,,,,,,,Size,XL,FLAMENGO---94-XL,23,96224.00,134713.00,,active
flamengo-flamengo-94_95-home-long-sleeve-size-s-xxl,,,,,,,Size,XXL,FLAMENGO---94-XXL,17,96224.00,134713.00,,active
flamengo-flamengo-98_99-away-size-s-xxl,Flamengo 98_99 Away (Size S-XXL),<p>Camiseta Flamengo 98_99 Away (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"flamengo,liga:brasileirao,tipo:away,temporada:98-99",TRUE,Size,S,FLAMENGO---98-S,29,83325.00,116654.00,,active
flamengo-flamengo-98_99-away-size-s-xxl,,,,,,,Size,M,FLAMENGO---98-M,14,83325.00,116654.00,,active
flamengo-flamengo-98_99-away-size-s-xxl,,,,,,,Size,L,FLAMENGO---98-L,18,83325.00,116654.00,,active
flamengo-flamengo-98_99-away-size-s-xxl,,,,,,,Size,XL,FLAMENGO---98-XL,28,83325.00,116654.00,,active
flamengo-flamengo-98_99-away-size-s-xxl,,,,,,,Size,XXL,FLAMENGO---98-XXL,29,83325.00,116654.00,,active
flamengo-flamengo-all-sponsors-25_26-home-size-s-4xl,Flamengo All Sponsors 25_26 Home (Size S-4XL),<p>Camiseta Flamengo All Sponsors 25_26 Home (Size S-4XL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"flamengo,liga:brasileirao,tipo:home,temporada:25-26",TRUE,Size,S,FLAMENGO----S,17,83487.00,116881.00,,active
flamengo-flamengo-all-sponsors-25_26-home-size-s-4xl,,,,,,,Size,M,FLAMENGO----M,28,83487.00,116881.00,,active
flamengo-flamengo-all-sponsors-25_26-home-size-s-4xl,,,,,,,Size,L,FLAMENGO----L,19,83487.00,116881.00,,active
flamengo-flamengo-all-sponsors-25_26-home-size-s-4xl,,,,,,,Size,XL,FLAMENGO----XL,20,83487.00,116881.00,,active
flamengo-flamengo-all-sponsors-25_26-home-size-s-4xl,,,,,,,Size,XXL,FLAMENGO----XXL,13,83487.00,116881.00,,active
flamengo-flamengo-black-classic-edition-19_20-long-sleeve-size-s-xxl,Flamengo Black Classic Edition 19_20 Long Sleeve (Size S-XXL),<p>Camiseta Flamengo Black Classic Edition 19_20 Long Sleeve (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"flamengo,liga:brasileirao,tipo:home,tipo:manga-longa,temporada:19-20",TRUE,Size,S,FLAMENGO----S,17,87062.00,121886.00,,active
flamengo-flamengo-black-classic-edition-19_20-long-sleeve-size-s-xxl,,,,,,,Size,M,FLAMENGO----M,14,87062.00,121886.00,,active
flamengo-flamengo-black-classic-edition-19_20-long-sleeve-size-s-xxl,,,,,,,Size,L,FLAMENGO----L,23,87062.00,121886.00,,active
flamengo-flamengo-black-classic-edition-19_20-long-sleeve-size-s-xxl,,,,,,,Size,XL,FLAMENGO----XL,25,87062.00,121886.00,,active
flamengo-flamengo-black-classic-edition-19_20-long-sleeve-size-s-xxl,,,,,,,Size,XXL,FLAMENGO----XXL,22,87062.00,121886.00,,active
flamengo-flamengo-lifestyler-24_25-size-s-4xl,Flamengo Lifestyler 24_25 (Size S-4XL),<p>Camiseta Flamengo Lifestyler 24_25 (Size S-4XL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"flamengo,liga:brasileirao,tipo:home,temporada:24-25",TRUE,Size,S,FLAMENGO----S,17,84640.00,118495.00,,active
flamengo-flamengo-lifestyler-24_25-size-s-4xl,,,,,,,Size,M,FLAMENGO----M,20,84640.00,118495.00,,active
flamengo-flamengo-lifestyler-24_25-size-s-4xl,,,,,,,Size,L,FLAMENGO----L,11,84640.00,118495.00,,active
flamengo-flamengo-lifestyler-24_25-size-s-4xl,,,,,,,Size,XL,FLAMENGO----XL,17,84640.00,118495.00,,active
flamengo-flamengo-lifestyler-24_25-size-s-4xl,,,,,,,Size,XXL,FLAMENGO----XXL,13,84640.00,118495.00,,active
flamengo-flamengo-pre-match-suit-24_25-size-s-4xl,Flamengo Pre-Match Suit 24_25 (Size S-4XL),<p>Camiseta Flamengo Pre-Match Suit 24_25 (Size S-4XL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"flamengo,liga:brasileirao,tipo:pre-match,temporada:24-25",TRUE,Size,S,FLAMENGO----S,29,79419.00,111186.00,,active
flamengo-flamengo-pre-match-suit-24_25-size-s-4xl,,,,,,,Size,M,FLAMENGO----M,12,79419.00,111186.00,,active
flamengo-flamengo-pre-match-suit-24_25-size-s-4xl,,,,,,,Size,L,FLAMENGO----L,27,79419.00,111186.00,,active
flamengo-flamengo-pre-match-suit-24_25-size-s-4xl,,,,,,,Size,XL,FLAMENGO----XL,26,79419.00,111186.00,,active
flamengo-flamengo-pre-match-suit-24_25-size-s-4xl,,,,,,,Size,XXL,FLAMENGO----XXL,26,79419.00,111186.00,,active
flamengo-flamengo-second-00_01-away-size-s-xxl,Flamengo Second 00_01 Away (Size S-XXL),<p>Camiseta Flamengo Second 00_01 Away (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"flamengo,liga:brasileirao,tipo:away,temporada:00-01",TRUE,Size,S,FLAMENGO----S,15,88386.00,123740.00,,active
flamengo-flamengo-second-00_01-away-size-s-xxl,,,,,,,Size,M,FLAMENGO----M,12,88386.00,123740.00,,active
flamengo-flamengo-second-00_01-away-size-s-xxl,,,,,,,Size,L,FLAMENGO----L,24,88386.00,123740.00,,active
flamengo-flamengo-second-00_01-away-size-s-xxl,,,,,,,Size,XL,FLAMENGO----XL,25,88386.00,123740.00,,active
flamengo-flamengo-second-00_01-away-size-s-xxl,,,,,,,Size,XXL,FLAMENGO----XXL,10,88386.00,123740.00,,active
flamengo-flamengo-second-05_06-away-size-s-xxl,Flamengo Second 05_06 Away (Size S-XXL),<p>Camiseta Flamengo Second 05_06 Away (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"flamengo,liga:brasileirao,tipo:away,temporada:05-06",TRUE,Size,S,FLAMENGO----S,29,77218.00,108105.00,,active
flamengo-flamengo-second-05_06-away-size-s-xxl,,,,,,,Size,M,FLAMENGO----M,23,77218.00,108105.00,,active
flamengo-flamengo-second-05_06-away-size-s-xxl,,,,,,,Size,L,FLAMENGO----L,21,77218.00,108105.00,,active
flamengo-flamengo-second-05_06-away-size-s-xxl,,,,,,,Size,XL,FLAMENGO----XL,24,77218.00,108105.00,,active
flamengo-flamengo-second-05_06-away-size-s-xxl,,,,,,,Size,XXL,FLAMENGO----XXL,10,77218.00,108105.00,,active
flamengo-flamengo-second-08_09-away-size-s-xxl,Flamengo Second 08_09 Away (Size S-XXL),<p>Camiseta Flamengo Second 08_09 Away (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"flamengo,liga:brasileirao,tipo:away,temporada:08-09",TRUE,Size,S,FLAMENGO----S,24,77945.00,109123.00,,active
flamengo-flamengo-second-08_09-away-size-s-xxl,,,,,,,Size,M,FLAMENGO----M,24,77945.00,109123.00,,active
flamengo-flamengo-second-08_09-away-size-s-xxl,,,,,,,Size,L,FLAMENGO----L,16,77945.00,109123.00,,active
flamengo-flamengo-second-08_09-away-size-s-xxl,,,,,,,Size,XL,FLAMENGO----XL,19,77945.00,109123.00,,active
flamengo-flamengo-second-08_09-away-size-s-xxl,,,,,,,Size,XXL,FLAMENGO----XXL,15,77945.00,109123.00,,active
flamengo-flamengo-second-14_15-away-size-s-xxl,Flamengo Second 14_15 Away (Size S-XXL),<p>Camiseta Flamengo Second 14_15 Away (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"flamengo,liga:brasileirao,tipo:away,temporada:14-15",TRUE,Size,S,FLAMENGO----S,10,77236.00,108130.00,,active
flamengo-flamengo-second-14_15-away-size-s-xxl,,,,,,,Size,M,FLAMENGO----M,21,77236.00,108130.00,,active
flamengo-flamengo-second-14_15-away-size-s-xxl,,,,,,,Size,L,FLAMENGO----L,10,77236.00,108130.00,,active
flamengo-flamengo-second-14_15-away-size-s-xxl,,,,,,,Size,XL,FLAMENGO----XL,11,77236.00,108130.00,,active
flamengo-flamengo-second-14_15-away-size-s-xxl,,,,,,,Size,XXL,FLAMENGO----XXL,16,77236.00,108130.00,,active
flamengo-flamengo-special-edition-24_25-size-s-4xl,Flamengo Special Edition 24_25 (Size S-4XL),<p>Camiseta Flamengo Special Edition 24_25 (Size S-4XL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"flamengo,liga:brasileirao,tipo:home,temporada:24-25",TRUE,Size,S,FLAMENGO----S,15,90530.00,126741.00,,active
flamengo-flamengo-special-edition-24_25-size-s-4xl,,,,,,,Size,M,FLAMENGO----M,15,90530.00,126741.00,,active
flamengo-flamengo-special-edition-24_25-size-s-4xl,,,,,,,Size,L,FLAMENGO----L,11,90530.00,126741.00,,active
flamengo-flamengo-special-edition-24_25-size-s-4xl,,,,,,,Size,XL,FLAMENGO----XL,11,90530.00,126741.00,,active
flamengo-flamengo-special-edition-24_25-size-s-4xl,,,,,,,Size,XXL,FLAMENGO----XXL,14,90530.00,126741.00,,active
flamengo-flamengo-suit-25_26-training-size-s-4xl,Flamengo Suit 25_26 Training (Size S-4XL),<p>Camiseta Flamengo Suit 25_26 Training (Size S-4XL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"flamengo,liga:brasileirao,tipo:training,temporada:25-26",TRUE,Size,S,FLAMENGO----S,21,73826.00,103356.00,,active
flamengo-flamengo-suit-25_26-training-size-s-4xl,,,,,,,Size,M,FLAMENGO----M,28,73826.00,103356.00,,active
flamengo-flamengo-suit-25_26-training-size-s-4xl,,,,,,,Size,L,FLAMENGO----L,27,73826.00,103356.00,,active
flamengo-flamengo-suit-25_26-training-size-s-4xl,,,,,,,Size,XL,FLAMENGO----XL,16,73826.00,103356.00,,active
flamengo-flamengo-suit-25_26-training-size-s-4xl,,,,,,,Size,XXL,FLAMENGO----XXL,28,73826.00,103356.00,,active
flamengo-flamengo-suit-25_26-training-size-s-4xl_1,Flamengo Suit 25_26 Training (Size S-4XL)_1,<p>Camiseta Flamengo Suit 25_26 Training (Size S-4XL)_1 - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"flamengo,liga:brasileirao,tipo:training,temporada:25-26",TRUE,Size,S,FLAMENGO----S,12,75333.00,105466.00,,active
flamengo-flamengo-suit-25_26-training-size-s-4xl_1,,,,,,,Size,M,FLAMENGO----M,17,75333.00,105466.00,,active
flamengo-flamengo-suit-25_26-training-size-s-4xl_1,,,,,,,Size,L,FLAMENGO----L,19,75333.00,105466.00,,active
flamengo-flamengo-suit-25_26-training-size-s-4xl_1,,,,,,,Size,XL,FLAMENGO----XL,18,75333.00,105466.00,,active
flamengo-flamengo-suit-25_26-training-size-s-4xl_1,,,,,,,Size,XXL,FLAMENGO----XXL,22,75333.00,105466.00,,active
flamengo-flamengo-suit-cyan-25_26-training-size-s-4xl,Flamengo Suit Cyan 25_26 Training (Size S-4XL),<p>Camiseta Flamengo Suit Cyan 25_26 Training (Size S-4XL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"flamengo,liga:brasileirao,tipo:training,temporada:25-26",TRUE,Size,S,FLAMENGO----S,21,66427.00,92997.00,,active
flamengo-flamengo-suit-cyan-25_26-training-size-s-4xl,,,,,,,Size,M,FLAMENGO----M,20,66427.00,92997.00,,active
flamengo-flamengo-suit-cyan-25_26-training-size-s-4xl,,,,,,,Size,L,FLAMENGO----L,12,66427.00,92997.00,,active
flamengo-flamengo-suit-cyan-25_26-training-size-s-4xl,,,,,,,Size,XL,FLAMENGO----XL,16,66427.00,92997.00,,active
flamengo-flamengo-suit-cyan-25_26-training-size-s-4xl,,,,,,,Size,XXL,FLAMENGO----XXL,17,66427.00,92997.00,,active
flamengo-flamengo-third-13_14-away-size-s-xxl,Flamengo Third 13_14 Away (Size S-XXL),<p>Camiseta Flamengo Third 13_14 Away (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"flamengo,liga:brasileirao,tipo:away,temporada:13-14",TRUE,Size,S,FLAMENGO----S,22,85594.00,119831.00,,active
flamengo-flamengo-third-13_14-away-size-s-xxl,,,,,,,Size,M,FLAMENGO----M,11,85594.00,119831.00,,active
flamengo-flamengo-third-13_14-away-size-s-xxl,,,,,,,Size,L,FLAMENGO----L,10,85594.00,119831.00,,active
flamengo-flamengo-third-13_14-away-size-s-xxl,,,,,,,Size,XL,FLAMENGO----XL,21,85594.00,119831.00,,active
flamengo-flamengo-third-13_14-away-size-s-xxl,,,,,,,Size,XXL,FLAMENGO----XXL,23,85594.00,119831.00,,active
flamengo-flamengo-third-23_24-away-size-s-4xl,Flamengo Third 23_24 Away (Size S-4XL),<p>Camiseta Flamengo Third 23_24 Away (Size S-4XL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"flamengo,liga:brasileirao,tipo:away,temporada:23-24",TRUE,Size,S,FLAMENGO----S,19,80175.00,112245.00,,active
flamengo-flamengo-third-23_24-away-size-s-4xl,,,,,,,Size,M,FLAMENGO----M,13,80175.00,112245.00,,active
flamengo-flamengo-third-23_24-away-size-s-4xl,,,,,,,Size,L,FLAMENGO----L,24,80175.00,112245.00,,active
flamengo-flamengo-third-23_24-away-size-s-4xl,,,,,,,Size,XL,FLAMENGO----XL,10,80175.00,112245.00,,active
flamengo-flamengo-third-23_24-away-size-s-4xl,,,,,,,Size,XXL,FLAMENGO----XXL,13,80175.00,112245.00,,active
flamengo-flamengo-us-pack-25_26-size-s-4xl,Flamengo Us Pack 25_26 (Size S-4XL),<p>Camiseta Flamengo Us Pack 25_26 (Size S-4XL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"flamengo,liga:brasileirao,tipo:home,temporada:25-26",TRUE,Size,S,FLAMENGO----S,10,91370.00,127917.00,,active
flamengo-flamengo-us-pack-25_26-size-s-4xl,,,,,,,Size,M,FLAMENGO----M,11,91370.00,127917.00,,active
flamengo-flamengo-us-pack-25_26-size-s-4xl,,,,,,,Size,L,FLAMENGO----L,25,91370.00,127917.00,,active
flamengo-flamengo-us-pack-25_26-size-s-4xl,,,,,,,Size,XL,FLAMENGO----XL,19,91370.00,127917.00,,active
flamengo-flamengo-us-pack-25_26-size-s-4xl,,,,,,,Size,XXL,FLAMENGO----XXL,23,91370.00,127917.00,,active
flamengo-flamengo-vest-25_26-away-size-s-4xl,Flamengo Vest 25_26 Away (Size S-4XL),<p>Camiseta Flamengo Vest 25_26 Away (Size S-4XL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"flamengo,liga:brasileirao,tipo:away,temporada:25-26",TRUE,Size,S,FLAMENGO----S,12,88528.00,123939.00,,active
flamengo-flamengo-vest-25_26-away-size-s-4xl,,,,,,,Size,M,FLAMENGO----M,21,88528.00,123939.00,,active
flamengo-flamengo-vest-25_26-away-size-s-4xl,,,,,,,Size,L,FLAMENGO----L,26,88528.00,123939.00,,active
flamengo-flamengo-vest-25_26-away-size-s-4xl,,,,,,,Size,XL,FLAMENGO----XL,11,88528.00,123939.00,,active
flamengo-flamengo-vest-25_26-away-size-s-4xl,,,,,,,Size,XXL,FLAMENGO----XXL,12,88528.00,123939.00,,active
flamengo-flamengo-vest-25_26-home-size-s-4xl,Flamengo Vest 25_26 Home (Size S-4XL),<p>Camiseta Flamengo Vest 25_26 Home (Size S-4XL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"flamengo,liga:brasileirao,tipo:home,temporada:25-26",TRUE,Size,S,FLAMENGO----S,24,90590.00,126825.00,,active
flamengo-flamengo-vest-25_26-home-size-s-4xl,,,,,,,Size,M,FLAMENGO----M,24,90590.00,126825.00,,active
flamengo-flamengo-vest-25_26-home-size-s-4xl,,,,,,,Size,L,FLAMENGO----L,28,90590.00,126825.00,,active
flamengo-flamengo-vest-25_26-home-size-s-4xl,,,,,,,Size,XL,FLAMENGO----XL,14,90590.00,126825.00,,active
flamengo-flamengo-vest-25_26-home-size-s-4xl,,,,,,,Size,XXL,FLAMENGO----XXL,17,90590.00,126825.00,,active
flamengo-flamengos-third-all-sponsors-25_26-away-size-s-4xl,Flamengo'S Third All Sponsors 25_26 Away (Size S-4XL),<p>Camiseta Flamengo'S Third All Sponsors 25_26 Away (Size S-4XL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"flamengo,liga:brasileirao,tipo:away,temporada:25-26",TRUE,Size,S,FLAMENGO----S,25,88263.00,123568.00,,active
flamengo-flamengos-third-all-sponsors-25_26-away-size-s-4xl,,,,,,,Size,M,FLAMENGO----M,29,88263.00,123568.00,,active
flamengo-flamengos-third-all-sponsors-25_26-away-size-s-4xl,,,,,,,Size,L,FLAMENGO----L,21,88263.00,123568.00,,active
flamengo-flamengos-third-all-sponsors-25_26-away-size-s-4xl,,,,,,,Size,XL,FLAMENGO----XL,17,88263.00,123568.00,,active
flamengo-flamengos-third-all-sponsors-25_26-away-size-s-4xl,,,,,,,Size,XXL,FLAMENGO----XXL,20,88263.00,123568.00,,active
flamengo-polo-flamengo-suit-25_26-training-size-s-4xl,Polo Flamengo Suit 25_26 Training (Size S-4XL),<p>Camiseta Polo Flamengo Suit 25_26 Training (Size S-4XL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"flamengo,liga:brasileirao,tipo:training,temporada:25-26",TRUE,Size,S,FLAMENGO----S,20,79479.00,111270.00,,active
flamengo-polo-flamengo-suit-25_26-training-size-s-4xl,,,,,,,Size,M,FLAMENGO----M,18,79479.00,111270.00,,active
flamengo-polo-flamengo-suit-25_26-training-size-s-4xl,,,,,,,Size,L,FLAMENGO----L,15,79479.00,111270.00,,active
flamengo-polo-flamengo-suit-25_26-training-size-s-4xl,,,,,,,Size,XL,FLAMENGO----XL,25,79479.00,111270.00,,active
flamengo-polo-flamengo-suit-25_26-training-size-s-4xl,,,,,,,Size,XXL,FLAMENGO----XXL,11,79479.00,111270.00,,active
flamengo-vest-flamengo-25_26-home-size-s-4xl,Vest Flamengo 25_26 Home (Size S-4XL),<p>Camiseta Vest Flamengo 25_26 Home (Size S-4XL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"flamengo,liga:brasileirao,tipo:home,temporada:25-26",TRUE,Size,S,FLAMENGO----S,24,88991.00,124587.00,,active
flamengo-vest-flamengo-25_26-home-size-s-4xl,,,,,,,Size,M,FLAMENGO----M,15,88991.00,124587.00,,active
flamengo-vest-flamengo-25_26-home-size-s-4xl,,,,,,,Size,L,FLAMENGO----L,14,88991.00,124587.00,,active
flamengo-vest-flamengo-25_26-home-size-s-4xl,,,,,,,Size,XL,FLAMENGO----XL,26,88991.00,124587.00,,active
flamengo-vest-flamengo-25_26-home-size-s-4xl,,,,,,,Size,XXL,FLAMENGO----XXL,23,88991.00,124587.00,,active
flamengo-vest-flamengo-suit-25_26-training-size-s-xxl,Vest Flamengo Suit 25_26 Training (Size S-XXL),<p>Camiseta Vest Flamengo Suit 25_26 Training (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"flamengo,liga:brasileirao,tipo:training,temporada:25-26",TRUE,Size,S,FLAMENGO----S,11,77219.00,108106.00,,active
flamengo-vest-flamengo-suit-25_26-training-size-s-xxl,,,,,,,Size,M,FLAMENGO----M,22,77219.00,108106.00,,active
flamengo-vest-flamengo-suit-25_26-training-size-s-xxl,,,,,,,Size,L,FLAMENGO----L,28,77219.00,108106.00,,active
flamengo-vest-flamengo-suit-25_26-training-size-s-xxl,,,,,,,Size,XL,FLAMENGO----XL,24,77219.00,108106.00,,active
flamengo-vest-flamengo-suit-25_26-training-size-s-xxl,,,,,,,Size,XXL,FLAMENGO----XXL,20,77219.00,108106.00,,active
national-teams-1988-holland-home,1988 Holland Home,<p>Camiseta 1988 Holland Home - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"national-teams,liga:national-teams,tipo:home,temporada:retro",TRUE,Size,S,NATIONAL-TEAMS---1988--S,27,95089.00,133124.00,,active
national-teams-1988-holland-home,,,,,,,Size,M,NATIONAL-TEAMS---1988--M,26,95089.00,133124.00,,active
national-teams-1988-holland-home,,,,,,,Size,L,NATIONAL-TEAMS---1988--L,25,95089.00,133124.00,,active
national-teams-1988-holland-home,,,,,,,Size,XL,NATIONAL-TEAMS---1988--XL,24,95089.00,133124.00,,active
national-teams-1988-holland-home,,,,,,,Size,XXL,NATIONAL-TEAMS---1988--XXL,15,95089.00,133124.00,,active
national-teams-1994-germany-away-size-s-xxl,1994 Germany Away (Size S-XXL),<p>Camiseta 1994 Germany Away (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"national-teams,liga:national-teams,tipo:away,temporada:retro",TRUE,Size,S,NATIONAL-TEAMS---1994--S,10,102776.00,143886.00,,active
national-teams-1994-germany-away-size-s-xxl,,,,,,,Size,M,NATIONAL-TEAMS---1994--M,28,102776.00,143886.00,,active
